Sort_Order,Full_Species,Species_ID,Species_ID_Prev,Parent_ID,English_Name,French_Name,Spanish_Name,Scientific_Name,MBCA_2013,CDN_Status,AviBase_Status,Prev_CND_Status,WildSpecies2010,Origin,Family_Sci,Family_Sci_FR,Family_CmName_EN,Family_CmName_FR,Subfamily,Order,Previous_Sci_Name,Previous_EN_Name,Previous_FR_Name,Technical_Committees,Inland_and_Marsh_Waterbirds_SubTC,Seabirds_SubTC,Alpha_Code_BBL,Alpha_Code_FR,BBL_Number,BBS_Number,,,,
1884.2,No,ORJU,DEJU_ORE,DEJU,Oregon Junco,Junco ardoisé à dos roux,,Junco hyemalis oregonus,,BRE,,,,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,LA,No,No,ORJU,,5671,05671,,,,
1884.3,No,PSJU,DEJU_PIN,DEJU,Pink-sided Junco,Junco ardoisé,,Junco hyemalis mearnsi,,BRE,,,,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,LA,No,No,,JUAR,,05680,,,,
1884.4,No,WWJU,DEJU_WWI,DEJU,White-winged Junco,Junco ardoisé à ailes blanches,,Junco hyemalis aikeni,No,DNO,,,,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,,No,No,WWJU,,5660,05660,,,,
1884.5,No,GHJU,,DEJU,Gray-headed Junco,Junco ardoisé à tête grise,,Junco hyemalis caniceps,No,DNO,,,,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,,No,No,GHJU,,5690,05690,,,,
1885,Yes,GUJU,,,Guadalupe Junco,Junco de Guadalupe,Junco de Isla Guadalupe,Junco insularis,No,DNO,,,,,Emberizidae,,,,,Passeriformes,,,,,No,No,,,,,,,,
1886,Yes,YEJU,,,Yellow-eyed Junco,Junco aux yeux jaunes,Junco Ojo de Lumbre,Junco phaeonotus,No,DNO,,,,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,,No,No,YEJU,,5700,05700,,,,
1886.1,No,JUNC_UNI,,,Unidentified Junco,Junco non identifié,,Junco sp.,No,,,,,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,,No,No,,,,,,,,
1886.2,No,UNSP,,,Unidentified Sparrow,Bruant non identifié,,,No,,,,,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,,No,No,,,,,,,,
1887,Yes,COCL,COBT,,Common Chlorospingus,Chlorospin des buissons,Chinchinero Común,Chlorospingus flavopectus,No,DNO,,,,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,Chlorospingus ophthalmicus,Common Bush-Tanager,Tangara des buissons,,No,No,,,,18420,,,,
1888,Yes,TACH,TABT,,Tacarcuna Chlorospingus,Chlorospin du Tacarcuna,Frutero de Tacarcuna,Chlorospingus tacarcunae,No,DNO,,,,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,Tacarcuna Bush-Tanager,Tangara du Tacarcuna,,No,No,,,,,,,,
1889,Yes,PICH,PIBT,,Pirre Chlorospingus,Chlorospin du Pirré,Frutero de Pirre,Chlorospingus inornatus,No,DNO,,,,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,Pirre Bush-Tanager,Tangara du Pirré,,No,No,,,,,,,,
1890,Yes,SCCH,SCBT,,Sooty-capped Chlorospingus,Chlorospin à sourcils brisés,Frutero Copetón,Chlorospingus pileatus,No,DNO,,,,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,Sooty-capped Bush-Tanager,Tangara à sourcils brisés,,No,No,,,,,,,,
1891,Yes,YTCH,YTBT,,Yellow-throated Chlorospingus,Chlorospin à gorge jaune,Frutero de Garganta Amarilla,Chlorospingus flavigularis,No,DNO,,,,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,Yellow-throated Bush-Tanager,Tangara à gorge jaune,,No,No,,,,,,,,
1892,Yes,ATCH,ATBT,,Ashy-throated Chlorospingus,Chlorospin à gorge grise,Frutero de Garganta Gris,Chlorospingus canigularis,No,DNO,,,,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,Ashy-throated Bush-Tanager,Tangara à gorge grise,,No,No,,,,,,,,
1893,Yes,PIBU,,,Pine Bunting,Bruant à calotte blanche,Escribano Pinero,Emberiza leucocephalos,No,DNO,,,,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,,No,No,,,,,,,,
1894,Yes,YBWB,,,Yellow-browed Bunting,Bruant à sourcils jaunes,Escribano de Cejas Amarillas,Emberiza chrysophrys,No,DNO,,,,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,,No,No,,,,,,,,
1895,Yes,LIBU,,,Little Bunting,Bruant nain,Escribano Pigmeo,Emberiza pusilla,No,ACC,Accidental,DNO_2008,,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,LA,No,No,LIBU,,5352,,,,,
1896,Yes,RUBU,,,Rustic Bunting,Bruant rustique,Escribano Rústico,Emberiza rustica,No,ACC,Accidental,,Accidental,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,LA,No,No,RUBU,,5351,05351,,,,
1897,Yes,YTBU,,,Yellow-throated Bunting,Bruant élégant,Escribano Elegante,Emberiza elegans,No,DNO,,,,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,,No,No,,,,,,,,
1898,Yes,YBSB,,,Yellow-breasted Bunting,Bruant auréole,Semillerito de Pecho Amarillo,Emberiza aureola,No,DNO,,,,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,,No,No,,,,,,,,
1899,Yes,GRBU,,,Gray Bunting,Bruant gris,Escribano Gris,Emberiza variabilis,No,DNO,,,,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,,No,No,GRBU,,5353,,,,,
1900,Yes,PALB,PAL1,,Pallas's Bunting,Bruant de Pallas,Escribano de Palla,Emberiza pallasi,No,DNO,,,,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,Pallas's Reed-Bunting,,,No,No,PALB,,5354,,,,,
1901,Yes,REBU,,,Reed Bunting,Bruant des roseaux,Escribano Palustre,Emberiza schoeniclus,No,DNO,,,,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,Common Reed-Bunting,,,No,No,REBU,,5355,,,,,
1902,Yes,RTTA,,,Rose-throated Tanager,Piranga à gorge rose,Tángara Yucateca,Piranga roseogularis,No,DNO,,,,,Cardinalidae,Cardinalidés,"Cardinals, Grosbeaks, Saltators",Cardinals,,Passeriformes,,,,,No,No,,,,18290,,,,
1903,Yes,HETA,,,Hepatic Tanager,Piranga orangé,Tángara Encinera,Piranga flava,No,ACC,"Rare, not yet confirmed by specimen or photo",DNO_1994,,,Cardinalidae,Cardinalidés,"Cardinals, Grosbeaks, Saltators",Cardinals,,Passeriformes,,,Tangara orangé,LA,No,No,HETA,,6090,06090,,,,
1904,Yes,SUTA,,,Summer Tanager,Piranga vermillon,Tángara Roja,Piranga rubra,No,ACC,Accidental,,Accidental,,Cardinalidae,Cardinalidés,"Cardinals, Grosbeaks, Saltators",Cardinals,,Passeriformes,,,Tangara vermillon,LA,No,No,SUTA,,6100,06100,,,,
1905,Yes,SCTA,,,Scarlet Tanager,Piranga écarlate,Tángara Escarlata,Piranga olivacea,Yes,BRE,Nesting,,Secure,,Cardinalidae,Cardinalidés,"Cardinals, Grosbeaks, Saltators",Cardinals,,Passeriformes,,,Tangara écarlate,LA,No,No,SCTA,PIEC,6080,06080,,,,
1906,Yes,WETA,,,Western Tanager,Piranga à tête rouge,Tángara Capucha Roja,Piranga ludoviciana,Yes,BRE,Nesting,,Secure,,Cardinalidae,Cardinalidés,"Cardinals, Grosbeaks, Saltators",Cardinals,,Passeriformes,,,Tangara à tête rouge,LA,No,No,WETA,,6070,06070,,,,
1907,Yes,FCTA,,,Flame-colored Tanager,Piranga à dos rayé,Tángara Dorso Rayado,Piranga bidentata,No,DNO,,,,,Cardinalidae,Cardinalidés,"Cardinals, Grosbeaks, Saltators",Cardinals,,Passeriformes,,,,,No,No,FCTA,,6071,06071,,,,
1908,Yes,WWTA,,,White-winged Tanager,Piranga bifascié,Tángara Ala Blanca,Piranga leucoptera,No,DNO,,,,,Cardinalidae,Cardinalidés,"Cardinals, Grosbeaks, Saltators",Cardinals,,Passeriformes,,,,,No,No,,,,18310,,,,
1909,Yes,RHTA,,,Red-headed Tanager,Piranga érythrocéphale,Tángara Cabeza Roja,Piranga erythrocephala,No,DNO,,,,,Cardinalidae,Cardinalidés,"Cardinals, Grosbeaks, Saltators",Cardinals,,Passeriformes,,,,,No,No,,,,18320,,,,
1909.1,No,UPTA,,,Unidentified Piranga Tanager,Tangara Piranga non identifié,,Piranga sp.,No,,,,,,Cardinalidae,Cardinalidés,"Cardinals, Grosbeaks, Saltators",Cardinals,,Passeriformes,,,,,No,No,,,,,,,,
1910,Yes,RCAT,,,Red-crowned Ant-Tanager,Habia à couronne rouge,Tángara-Hormiguera Corona Roja,Habia rubica,No,DNO,,,,,Cardinalidae,Cardinalidés,"Cardinals, Grosbeaks, Saltators",Cardinals,,Passeriformes,,,,,No,No,,,,18260,,,,
1911,Yes,RTAT,,,Red-throated Ant-Tanager,Habia à gorge rouge,Tángara-Hormiguera Garganta Roja,Habia fuscicauda,No,DNO,,,,,Cardinalidae,Cardinalidés,"Cardinals, Grosbeaks, Saltators",Cardinals,,Passeriformes,,,,,No,No,,,,18270,,,,
1912,Yes,BCAT,,,Black-cheeked Ant-Tanager,Habia à joues noires,Piranga Hormiguera de Mejillas Negras,Habia atrimaxillaris,No,DNO,,,,,Cardinalidae,Cardinalidés,"Cardinals, Grosbeaks, Saltators",Cardinals,,Passeriformes,,,,,No,No,,,,,,,,
1913,Yes,CATA,,,Carmiol's Tanager,Habia olive,Frutero de Carmiol,Chlorothraupis carmioli,No,DNO,,,,,Cardinalidae,Cardinalidés,"Cardinals, Grosbeaks, Saltators",Cardinals,,Passeriformes,,,,,No,No,,,,,,,,
1914,Yes,LSTA,,,Lemon-spectacled Tanager,Habia à lunettes,Frutero de Cejas Limón,Chlorothraupis olivacea,No,DNO,,,,,Cardinalidae,Cardinalidés,"Cardinals, Grosbeaks, Saltators",Cardinals,,Passeriformes,,,,,No,No,,,,,,,,
1915,Yes,BFAG,,,Black-faced Grosbeak,Cardinal à ventre blanc,Picogordo Cara Negra,Caryothraustes poliogaster,No,DNO,,,,,Cardinalidae,Cardinalidés,"Cardinals, Grosbeaks, Saltators",Cardinals,,Passeriformes,,,,,No,No,,,,18570,,,,
1916,Yes,YGGR,,,Yellow-green Grosbeak,Cardinal flavert,Piquigrueso Verde,Caryothraustes canadensis,No,DNO,,,,,Cardinalidae,Cardinalidés,"Cardinals, Grosbeaks, Saltators",Cardinals,,Passeriformes,,,,,No,No,,,,,,,,
1917,Yes,CCGR,,,Crimson-collared Grosbeak,Cardinal à collier,Picogordo Cuello Rojo,Rhodothraupis celaeno,No,DNO,,,,,Cardinalidae,Cardinalidés,"Cardinals, Grosbeaks, Saltators",Cardinals,,Passeriformes,,,,,No,No,,,,05941,,,,
1918,Yes,NOCA,,,Northern Cardinal,Cardinal rouge,Cardenal Rojo,Cardinalis cardinalis,Yes,BRE,Nesting,,Secure,,Cardinalidae,Cardinalidés,"Cardinals, Grosbeaks, Saltators",Cardinals,,Passeriformes,,,,LA,No,No,NOCA,CARO,5930,05930,,,,
1919,Yes,PYRR,,,Pyrrhuloxia,Cardinal pyrrhuloxia,Cardenal Pardo,Cardinalis sinuatus,No,ACC,Accidental,DNO_2015,,,Cardinalidae,Cardinalidés,"Cardinals, Grosbeaks, Saltators",Cardinals,,Passeriformes,,,,,No,No,PYRR,,5940,05940,,,,
1920,Yes,YEGR,,,Yellow Grosbeak,Cardinal jaune,Picogordo Amarillo,Pheucticus chrysopeplus,No,DNO,,,,,Cardinalidae,Cardinalidés,"Cardinals, Grosbeaks, Saltators",Cardinals,,Passeriformes,,,,,No,No,YEGR,,5961,05961,,,,
1921,Yes,BTGG,,,Black-thighed Grosbeak,Cardinal à cuisses noires,Piquigrueso de Piernas Negras,Pheucticus tibialis,No,DNO,,,,,Cardinalidae,Cardinalidés,"Cardinals, Grosbeaks, Saltators",Cardinals,,Passeriformes,,,,,No,No,,,,,,,,
1922,Yes,RBGR,,,Rose-breasted Grosbeak,Cardinal à poitrine rose,Picogordo Pecho Rosa,Pheucticus ludovicianus,Yes,BRE,Nesting,,Secure,,Cardinalidae,Cardinalidés,"Cardinals, Grosbeaks, Saltators",Cardinals,,Passeriformes,,,,LA,No,No,RBGR,CAPR,5950,05950,,,,
1923,Yes,BHGR,,,Black-headed Grosbeak,Cardinal à tête noire,Picogordo Tigrillo,Pheucticus melanocephalus,Yes,BRE,Nesting,,Secure,,Cardinalidae,Cardinalidés,"Cardinals, Grosbeaks, Saltators",Cardinals,,Passeriformes,,,,LA,No,No,BHGR,,5960,05960,,,,
1924,Yes,RBRC,,,Red-breasted Chat,Granatelle multicolore,Granatelo Mexicano,Granatellus venustus,No,DNO,,,,,Cardinalidae,Cardinalidés,"Cardinals, Grosbeaks, Saltators",Cardinals,,Passeriformes,,,,,No,No,,,,17750,,,,
1925,Yes,GTCH,,,Gray-throated Chat,Granatelle à plastron,Granatelo Yucateco,Granatellus sallaei,No,DNO,,,,,Cardinalidae,Cardinalidés,"Cardinals, Grosbeaks, Saltators",Cardinals,,Passeriformes,,,,,No,No,,,,17760,,,,
1926,Yes,BLSE,,,Blue Seedeater,Évêque bleu,Semillero Azulgris,Amaurospiza concolor,No,DNO,,,,,Cardinalidae,Cardinalidés,"Cardinals, Grosbeaks, Saltators",Cardinals,,Passeriformes,,,,,No,No,,,,18880,,,,
1927,Yes,BGRO,,,Blue-black Grosbeak,Évêque bleu-noir,Picogordo Negro,Cyanocompsa cyanoides,No,DNO,,,,,Cardinalidae,Cardinalidés,"Cardinals, Grosbeaks, Saltators",Cardinals,,Passeriformes,,,,,No,No,,,,18600,,,,
1928,Yes,BLBU,,,Blue Bunting,Évêque paré,Colorín Azulnegro,Cyanocompsa parellina,No,DNO,,,,,Cardinalidae,Cardinalidés,"Cardinals, Grosbeaks, Saltators",Cardinals,,Passeriformes,,,,,No,No,BLBU,,5971,05971,,,,
1929,Yes,BLGR,BLGK,,Blue Grosbeak,Guiraca bleu,Picogordo Azul,Passerina caerulea,No,ACC,Accidental,,Accidental,,Cardinalidae,Cardinalidés,"Cardinals, Grosbeaks, Saltators",Cardinals,,Passeriformes,Guiraca caerula,,Passerin bleu,LA,No,No,BLGR,,5970,05970,,,,
1930,Yes,LAZB,,,Lazuli Bunting,Passerin azuré,Colorín Lázuli,Passerina amoena,Yes,BRE,Nesting,,Secure,,Cardinalidae,Cardinalidés,"Cardinals, Grosbeaks, Saltators",Cardinals,,Passeriformes,,,,LA,No,No,LAZB,,5990,05990,,,,
1931,Yes,INBU,,,Indigo Bunting,Passerin indigo,Colorín Azul,Passerina cyanea,Yes,BRE,Nesting,,Secure,,Cardinalidae,Cardinalidés,"Cardinals, Grosbeaks, Saltators",Cardinals,,Passeriformes,,,,LA,No,No,INBU,PAIN,5980,05980,,,,
1931.1,No,LIBH,ILBH,,Lazuli/Indigo Bunting hybrid,Hybride de Passerin indigo et de Passerin azuré,,Passerina cyanea x amoena,No,BRE,,,,,Cardinalidae,Cardinalidés,"Cardinals, Grosbeaks, Saltators",Cardinals,,Passeriformes,,,,,No,No,ILBH,,5986,05986,,,,
1932,Yes,RBBU,,,Rose-bellied Bunting,Passerin à ventre rose,Colorín Azulrosa,Passerina rositae,No,DNO,,,,,Cardinalidae,Cardinalidés,"Cardinals, Grosbeaks, Saltators",Cardinals,,Passeriformes,,,,,No,No,,,,18610,,,,
1933,Yes,OBBU,,,Orange-breasted Bunting,Passerin arc-en-ciel,Colorín Pecho Naranja,Passerina leclancherii,No,DNO,,,,,Cardinalidae,Cardinalidés,"Cardinals, Grosbeaks, Saltators",Cardinals,,Passeriformes,,,,,No,No,,,,18620,,,,
1934,Yes,VABU,,,Varied Bunting,Passerin varié,Colorín Morado,Passerina versicolor,No,ACC,Accidental,,Accidental,,Cardinalidae,Cardinalidés,"Cardinals, Grosbeaks, Saltators",Cardinals,,Passeriformes,,,Passerin à calotte rouge,LA,No,No,VABU,,6000,06000,,,,
1935,Yes,PABU,,,Painted Bunting,Passerin nonpareil,Colorín Sietecolores,Passerina ciris,No,ACC,Accidental,,Accidental,,Cardinalidae,Cardinalidés,"Cardinals, Grosbeaks, Saltators",Cardinals,,Passeriformes,,,,LA,No,No,PABU,,6010,06010,,,,
1936,Yes,DICK,,,Dickcissel,Dickcissel d'Amérique,Arrocero Americano,Spiza americana,Yes,BRE,Nesting,,Secure,,Cardinalidae,Cardinalidés,"Cardinals, Grosbeaks, Saltators",Cardinals,,Passeriformes,,Dickcissel,,LA,No,No,DICK,,6040,06040,,,,
1937,Yes,BOBO,,,Bobolink,Goglu des prés,Tordo Arrocero,Dolichonyx oryzivorus,Yes,BRE,Nesting,,Secure,,Icteridae,Ictéridés,"Blackbirds, Grackles, Cowbirds, Orioles","Carouges, quiscales, vachers, orioles",,Passeriformes,,Goglu,Goglu,LA,No,No,BOBO,GOPR,4940,04940,,,,
1938,Yes,RWBL,,,Red-winged Blackbird,Carouge à épaulettes,Tordo Sargento,Agelaius phoeniceus,No,BRE,Nesting,,Secure,,Icteridae,Ictéridés,"Blackbirds, Grackles, Cowbirds, Orioles","Carouges, quiscales, vachers, orioles",,Passeriformes,,,,LA,No,No,RWBL,CAEP,4980,04980,,,,
1939,Yes,RSBL,,,Red-shouldered Blackbird,Carouge de Cuba,Turpial de Hombros Rojos,Agelaius assimilis,No,DNO,,,,,Icteridae,Ictéridés,"Blackbirds, Grackles, Cowbirds, Orioles","Carouges, quiscales, vachers, orioles",,Passeriformes,,,,,No,No,,,,,,,,
1940,Yes,TRBL,,,Tricolored Blackbird,Carouge de Californie,Tordo Tricolor,Agelaius tricolor,No,DNO,,,,,Icteridae,Ictéridés,"Blackbirds, Grackles, Cowbirds, Orioles","Carouges, quiscales, vachers, orioles",,Passeriformes,,,,,No,No,TRBL,,5000,05000,,,,
1941,Yes,TSBL,,,Tawny-shouldered Blackbird,Petit Carouge,Turpial de Hombros Castaños,Agelaius humeralis,No,DNO,,,,,Icteridae,Ictéridés,"Blackbirds, Grackles, Cowbirds, Orioles","Carouges, quiscales, vachers, orioles",,Passeriformes,,,,,No,No,TSBL,,5001,05001,,,,
1942,Yes,YSBL,,,Yellow-shouldered Blackbird,Carouge de Porto Rico,Turpial de Hombros Amarillos,Agelaius xanthomus,No,DNO,,,,,Icteridae,Ictéridés,"Blackbirds, Grackles, Cowbirds, Orioles","Carouges, quiscales, vachers, orioles",,Passeriformes,,,,,No,No,YSBL,,5002,19140,,,,
1943,Yes,JABL,,,Jamaican Blackbird,Carouge de la Jamaïque,Turpial Jamaiquino,Nesopsar nigerrimus,No,DNO,,,,,Icteridae,Ictéridés,"Blackbirds, Grackles, Cowbirds, Orioles","Carouges, quiscales, vachers, orioles",,Passeriformes,,,,,No,No,,,,,,,,
1944,Yes,YHOB,,,Yellow-hooded Blackbird,Carouge à capuchon,Turpial de Agua,Chrysomus icterocephalus,No,DNO,,,,,Icteridae,Ictéridés,"Blackbirds, Grackles, Cowbirds, Orioles","Carouges, quiscales, vachers, orioles",,Passeriformes,,,,,No,No,,,,,,,,
1945,Yes,RBBL,,,Red-breasted Blackbird,Sturnelle militaire,Pastorero pechirrojo,Sturnella militaris,No,DNO,,,,,Icteridae,Ictéridés,"Blackbirds, Grackles, Cowbirds, Orioles","Carouges, quiscales, vachers, orioles",,Passeriformes,,,,,No,No,,,,,,,,
1946,Yes,EAME,,,Eastern Meadowlark,Sturnelle des prés,Pradero Tortilla-Con-Chile,Sturnella magna,Yes,BRE,Nesting,,Secure,,Icteridae,Ictéridés,"Blackbirds, Grackles, Cowbirds, Orioles","Carouges, quiscales, vachers, orioles",,Passeriformes,,,,LA,No,No,EAME,STPR,5010,05010,,,,
1947,Yes,WEME,,,Western Meadowlark,Sturnelle de l'Ouest,Pradero Occidental,Sturnella neglecta,Yes,BRE,Nesting,,Secure,,Icteridae,Ictéridés,"Blackbirds, Grackles, Cowbirds, Orioles","Carouges, quiscales, vachers, orioles",,Passeriformes,,,,LA,No,No,WEME,STOU,5011,05011,,,,
1947.1,No,MEAD_UNI,,,Unidentified Meadowlark,Sturnelle non identifiée,,Sturnella sp.,No,BRE,,,,,Icteridae,Ictéridés,"Blackbirds, Grackles, Cowbirds, Orioles","Carouges, quiscales, vachers, orioles",,Passeriformes,,,,,No,No,,,,05012,,,,
1948,Yes,YHBL,,,Yellow-headed Blackbird,Carouge à tête jaune,Tordo Cabeza Amarilla,Xanthocephalus xanthocephalus,No,BRE,Nesting,,Secure,,Icteridae,Ictéridés,"Blackbirds, Grackles, Cowbirds, Orioles","Carouges, quiscales, vachers, orioles",,Passeriformes,,,,LA,No,No,YHBL,,4970,04970,,,,
1949,Yes,MEBL,,,Melodious Blackbird,Quiscale chanteur,Tordo Cantor,Dives dives,No,DNO,,,,,Icteridae,Ictéridés,"Blackbirds, Grackles, Cowbirds, Orioles","Carouges, quiscales, vachers, orioles",,Passeriformes,,,,,No,No,,,,,,,,
1950,Yes,CUBL,,,Cuban Blackbird,Quiscale violet,Turpial Cubano,Dives atroviolaceus,No,DNO,,,,,Icteridae,Ictéridés,"Blackbirds, Grackles, Cowbirds, Orioles","Carouges, quiscales, vachers, orioles",,Passeriformes,,,,,No,No,,,,,,,,
1951,Yes,RUBL,,,Rusty Blackbird,Quiscale rouilleux,Tordo Canadiense,Euphagus carolinus,No,BRE,Nesting,,Sensitive,,Icteridae,Ictéridés,"Blackbirds, Grackles, Cowbirds, Orioles","Carouges, quiscales, vachers, orioles",,Passeriformes,,,,LA,No,No,RUBL,QURO,5090,05090,,,,
1952,Yes,BRBL,,,Brewer's Blackbird,Quiscale de Brewer,Tordo Ojo Amarillo,Euphagus cyanocephalus,No,BRE,Nesting,,Secure,,Icteridae,Ictéridés,"Blackbirds, Grackles, Cowbirds, Orioles","Carouges, quiscales, vachers, orioles",,Passeriformes,,,,LA,No,No,BRBL,QUBW,5100,05100,,,,
1953,Yes,COGR,,,Common Grackle,Quiscale bronzé,Zanate Común,Quiscalus quiscula,No,BRE,Nesting,,Secure,,Icteridae,Ictéridés,"Blackbirds, Grackles, Cowbirds, Orioles","Carouges, quiscales, vachers, orioles",,Passeriformes,,,,LA,No,No,COGR,QUBR,5110,05110,,,,
1954,Yes,BTGR,,,Boat-tailed Grackle,Quiscale des marais,Zanate Pico de Bote,Quiscalus major,No,DNO,,UNK_2015,,,Icteridae,Ictéridés,"Blackbirds, Grackles, Cowbirds, Orioles","Carouges, quiscales, vachers, orioles",,Passeriformes,,,,,No,No,BTGR,,5130,05130,,,,
1955,Yes,GTGR,,,Great-tailed Grackle,Quiscale à longue queue,Zanate Mayor,Quiscalus mexicanus,No,ACC,Accidental,,Accidental,,Icteridae,Ictéridés,"Blackbirds, Grackles, Cowbirds, Orioles","Carouges, quiscales, vachers, orioles",,Passeriformes,,,Grand Quiscale,LA,No,No,GTGR,,5120,05120,,,,
1956,Yes,SBGR,,,Slender-billed Grackle,Quiscale de Mexico,Zanate de Lerma,Quiscalus palustris,No,DNO,,,,,Icteridae,Ictéridés,"Blackbirds, Grackles, Cowbirds, Orioles","Carouges, quiscales, vachers, orioles",,Passeriformes,,,,,No,No,,,,19200,,,,
1957,Yes,NIGR,,,Nicaraguan Grackle,Quiscale du Nicaragua,Zanate Nicaragüense,Quiscalus nicaraguensis,No,DNO,,,,,Icteridae,Ictéridés,"Blackbirds, Grackles, Cowbirds, Orioles","Carouges, quiscales, vachers, orioles",,Passeriformes,,,,,No,No,,,,,,,,
1958,Yes,GAGR,,,Greater Antillean Grackle,Quiscale noir,Zanate Antillano,Quiscalus niger,No,DNO,,,,,Icteridae,Ictéridés,"Blackbirds, Grackles, Cowbirds, Orioles","Carouges, quiscales, vachers, orioles",,Passeriformes,,,,,No,No,GAGR,,5131,19210,,,,
1959,Yes,CAGR,,,Carib Grackle,Quiscale merle,Zanate Caribeño,Quiscalus lugubris,No,DNO,,,,,Icteridae,Ictéridés,"Blackbirds, Grackles, Cowbirds, Orioles","Carouges, quiscales, vachers, orioles",,Passeriformes,,,,,No,No,,,,,,,,
1960,Yes,SHCO,,,Shiny Cowbird,Vacher luisant,Tordo Común,Molothrus bonariensis,No,ACC,Accidental,,Accidental,,Icteridae,Ictéridés,"Blackbirds, Grackles, Cowbirds, Orioles","Carouges, quiscales, vachers, orioles",,Passeriformes,,,,LA,No,No,SHCO,,4961,04961,,,,
1961,Yes,BROC,,,Bronzed Cowbird,Vacher bronzé,Tordo Ojo Rojo,Molothrus aeneus,No,ACC,Accidental,,,,Icteridae,Ictéridés,"Blackbirds, Grackles, Cowbirds, Orioles","Carouges, quiscales, vachers, orioles",,Passeriformes,,,,LA,No,No,BROC,,4960,04960,,,,
1962,Yes,BHCO,,,Brown-headed Cowbird,Vacher à tête brune,Tordo Cabeza Café,Molothrus ater,No,BRE,Nesting,,Secure,,Icteridae,Ictéridés,"Blackbirds, Grackles, Cowbirds, Orioles","Carouges, quiscales, vachers, orioles",,Passeriformes,,,,LA,No,No,BHCO,VATB,4950,04950,,,,
1962.1,No,COWB_UNI,,,Unidentified Cowbird,Vacher non identifié,,Molothrus sp.,No,,,,,,Icteridae,Ictéridés,"Blackbirds, Grackles, Cowbirds, Orioles","Carouges, quiscales, vachers, orioles",,Passeriformes,,,,,No,No,,,,04955,,,,
1962.2,No,UNBL,,,Unidentified Blackbird,,,,No,,,,,,Icteridae,Ictéridés,"Blackbirds, Grackles, Cowbirds, Orioles","Carouges, quiscales, vachers, orioles",,Passeriformes,,,,,No,No,,,,,,,,
1963,Yes,GICO,,,Giant Cowbird,Vacher géant,Tordo Gigante,Molothrus oryzivorus,No,DNO,,,,,Icteridae,Ictéridés,"Blackbirds, Grackles, Cowbirds, Orioles","Carouges, quiscales, vachers, orioles",,Passeriformes,,,,,No,No,,,,19240,,,,
1964,Yes,BAHO,,,Bahama Oriole,Oriole des Bahamas,Turpial de las Bahamas,Icterus northropi,No,DNO,,,,,Icteridae,Ictéridés,"Blackbirds, Grackles, Cowbirds, Orioles","Carouges, quiscales, vachers, orioles",,Passeriformes,,,,,No,No,,,,,,,,
