Sort_Order,Full_Species,Species_ID,Species_ID_Prev,Parent_ID,English_Name,French_Name,Spanish_Name,Scientific_Name,MBCA_2013,CDN_Status,AviBase_Status,Prev_CND_Status,WildSpecies2010,Origin,Family_Sci,Family_Sci_FR,Family_CmName_EN,Family_CmName_FR,Subfamily,Order,Previous_Sci_Name,Previous_EN_Name,Previous_FR_Name,Technical_Committees,Inland_and_Marsh_Waterbirds_SubTC,Seabirds_SubTC,Alpha_Code_BBL,Alpha_Code_FR,BBL_Number,BBS_Number,,,,
1819,Yes,GSBF,,,Green-striped Brushfinch,Tohi à raies vertes,Atlapetes Rayas Verdes,Arremon virenticeps,No,DNO,,,,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,Green-striped Brush-Finch,,,No,No,,,,18710,,,,
1820,Yes,CRBF,,,Costa Rican Brushfinch,Tohi du Costa Rica,Cerquero Costarricense,Arremon costaricensis,No,DNO,,,,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,Costa Rican Brush-Finch,,,No,No,,,,,,,,
1821,Yes,BHBF,,,Black-headed Brushfinch,Tohi à tête noire,Cerquero Cabecinegro,Arremon atricapillus,No,DNO,,,,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,Black-headed Brush-Finch,,,No,No,,,,,,,,
1822,Yes,OLSP,,,Olive Sparrow,Tohi olive,Rascador Oliváceo,Arremonops rufivirgatus,No,DNO,,,,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,,No,No,OLSP,,5860,05860,,,,
1823,Yes,GBSP,,,Green-backed Sparrow,Tohi à dos vert,Rascador Dorso Verde,Arremonops chloronotus,No,DNO,,,,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,,No,No,,,,18740,,,,
1824,Yes,BSTS,,,Black-striped Sparrow,Tohi ligné,Curtío Común,Arremonops conirostris,No,DNO,,,,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,,No,No,,,,,,,,
1825,Yes,WNBF,,,White-naped Brushfinch,Tohi à calotte blanche,Atlapetes Nuca Blanca,Atlapetes albinucha,No,DNO,,,,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,White-naped Brush-Finch,,,No,No,,,,18670,,,,
1826,Yes,RCBF,,,Rufous-capped Brushfinch,Tohi à calotte rousse,Atlapetes Gorra Rufa,Atlapetes pileatus,No,DNO,,,,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,Rufous-capped Brush-Finch,,,No,No,,,,18690,,,,
1827,Yes,COTO,,,Collared Towhee,Tohi à collier,Toquí de Collar,Pipilo ocai,No,DNO,,,,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,,No,No,,,,18790,,,,
1828,Yes,GTTO,,,Green-tailed Towhee,Tohi à queue verte,Toquí Cola Verde,Pipilo chlorurus,No,ACC,Accidental,,Accidental,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,LA,No,No,GTTO,,5900,05900,,,,
1829,Yes,SPTO,,,Spotted Towhee,Tohi tacheté,Toquí Moteado,Pipilo maculatus,Yes,BRE,Nesting,,Secure,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,Pipilo maculatus,Rufous-sided Towhee,Tohi à flancs roux,LA,No,No,SPTO,,5880,05880,,,,
1830,Yes,EATO,,,Eastern Towhee,Tohi à flancs roux,Toquí Pinto,Pipilo erythrophthalmus,Yes,BRE,Nesting,,Secure,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,Rufous-sided Towhee,Tohi à flancs roux,LA,No,No,EATO,TOFR,5870,05870,,,,
1830.1,No,RSTO_UNI,,,Unidentified Rufous-sided Towhee complex,Tohi à flancs roux non identifié,,Pipilo sp.,No,BRE,,,,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,,No,No,URST,,5876,05871,,,,
1831,Yes,RUSP,,,Rusty Sparrow,Tohi roussâtre,Zacatonero Rojizo,Aimophila rufescens,No,DNO,,,,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,,No,No,,,,19080,,,,
1832,Yes,RCSP,,,Rufous-crowned Sparrow,Tohi à calotte fauve,Zacatonero Corona Rufa,Aimophila ruficeps,No,DNO,,,,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,Bruant à calotte fauve,,No,No,RCSP,,5800,05800,,,,
1833,Yes,OASP,,,Oaxaca Sparrow,Tohi d'Oaxaca,Zacatonero Oaxaqueño,Aimophila notosticta,No,DNO,,,,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,,No,No,,,,19070,,,,
1834,Yes,WEGS,,,White-eared Ground-Sparrow,Tohi oreillard,Rascador Oreja Blanca,Melozone leucotis,No,DNO,,,,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,,No,No,,,,18780,,,,
1835,Yes,PRGS,,,Prevost's Ground-Sparrow,Tohi à face blanche,Rascador Patilludo,Melozone biarcuata,No,DNO,,,,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,,No,No,,,,18770,,,,
1836,Yes,RCGS,,,Rusty-crowned Ground-Sparrow,Tohi de Kiener,Rascador Nuca Rufa,Melozone kieneri,No,DNO,,,,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,,No,No,,,,18760,,,,
1837,Yes,CANT,,,Canyon Towhee,Tohi des canyons,Toquí Pardo,Melozone fusca,No,DNO,,,,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,,No,No,CANT,,5910,05910,,,,
1838,Yes,WTTO,,,White-throated Towhee,Tohi à gorge blanche,Toquí Oaxaqueño,Melozone albicollis,No,DNO,,,,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,,No,No,,,,18800,,,,
1839,Yes,CALT,,,California Towhee,Tohi de Californie,Toquí Californiano,Melozone crissalis,No,DNO,,,,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,,No,No,CALT,,5911,05911,,,,
1840,Yes,ABTO,,,Abert's Towhee,Tohi d'Abert,Toquí Enmascarado,Melozone aberti,No,DNO,,,,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,,No,No,ABTO,,5920,05920,,,,
1840.1,No,TOWH_UNI,,,Unidentified Towhee,Tohi non identifié,,,No,,,,,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,,No,No,,,,,,,,
1840.2,No,HYTO,,,Towhee hybrid,Hybride de Tohi,,,No,,,,,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,,No,No,HYTO,,5906,,,,,
1841,Yes,CTSP,,,Cinnamon-tailed Sparrow,Bruant à queue rousse,Zacatonero Istmeño,Peucaea sumichrasti,No,DNO,,,,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,,No,No,,,,19060,,,,
1842,Yes,RWSP,,,Rufous-winged Sparrow,Bruant à épaulettes,Zacatonero Ala Rufa,Peucaea carpalis,No,DNO,,,,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,,No,No,RWSP,,5790,05790,,,,
1843,Yes,SHSP,,,Stripe-headed Sparrow,Bruant ligné,Zacatonero Corona Rayada,Peucaea ruficauda,No,DNO,,,,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,,No,No,,,,19050,,,,
1844,Yes,BCHS,,,Black-chested Sparrow,Bruant à plastron,Zacatonero Pecho Negro,Peucaea humeralis,No,DNO,,,,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,,No,No,,,,19040,,,,
1845,Yes,BRIS,,,Bridled Sparrow,Bruant à moustaches,Zacatonero Embridado,Peucaea mystacalis,No,DNO,,,,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,,No,No,,,,19030,,,,
1846,Yes,BOSP,,,Botteri's Sparrow,Bruant de Botteri,Zacatonero de Botteri,Peucaea botterii,No,DNO,,,,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,,No,No,BOSP,,5760,05760,,,,
1847,Yes,CASP,,,Cassin's Sparrow,Bruant de Cassin,Zacatonero de Cassin,Peucaea cassinii,No,ACC,Accidental,,Accidental,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,LA,No,No,CASP,,5780,05780,,,,
1848,Yes,BACS,,,Bachman's Sparrow,Bruant des pinèdes,Chingolo de Bachman,Peucaea aestivalis,No,ACC,Accidental,,Accidental,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,LA,No,No,BACS,,5750,05750,,,,
1849,Yes,SSPA,,,Striped Sparrow,Bruant rayé,Zacatonero Rayado,Oriturus superciliosus,No,DNO,,,,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,,No,No,,,,19090,,,,
1850,Yes,ZASP,,,Zapata Sparrow,Bruant de Zapata,Sabanero de Zapata,Torreornis inexpectata,No,DNO,,,,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,,No,No,,,,,,,,
1851,Yes,ATSP,,,American Tree Sparrow,Bruant hudsonien,Chimbito Arbóreo,Spizelloides arborea,Yes,BRE,Nesting,,Secure,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,LA,No,No,ATSP,BRHU,5590,05590,,,,
1852,Yes,CHSP,,,Chipping Sparrow,Bruant familier,Gorrión Ceja Blanca,Spizella passerina,Yes,BRE,Nesting,,Secure,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,LA,No,No,CHSP,BRFM,5600,05600,,,,
1853,Yes,CCSP,,,Clay-colored Sparrow,Bruant des plaines,Gorrión Pálido,Spizella pallida,Yes,BRE,Nesting,,Secure,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,LA,No,No,CCSP,BRPL,5610,05610,,,,
1854,Yes,BRSP,,,Brewer's Sparrow,Bruant de Brewer,Gorrión de Brewer,Spizella breweri,Yes,BRE,Nesting,,Secure,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,LA,No,No,BRSP,,5620,05620,,,,
1855,Yes,FISP,,,Field Sparrow,Bruant des champs,Gorrión Pusila,Spizella pusilla,Yes,BRE,Nesting,,Secure,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,LA,No,No,FISP,BRCM,5630,05630,,,,
1856,Yes,WOSP,,,Worthen's Sparrow,Bruant de Worthen,Gorrión de Worthen,Spizella wortheni,No,DNO,,,,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,,No,No,WOSP,,5640,05640,,,,
1857,Yes,BCSP,,,Black-chinned Sparrow,Bruant à menton noir,Gorrión Barba Negra,Spizella atrogularis,No,DNO,,,,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,,No,No,BCSP,,5650,05650,,,,
1858,Yes,VESP,,,Vesper Sparrow,Bruant vespéral,Gorrión Cola Blanca,Pooecetes gramineus,Yes,BRE,Nesting,,Secure,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,LA,No,No,VESP,BRVE,5400,05400,,,,
1858.1,No,VESP_AFF,,VESP,Vesper Sparrow affinis subspecies,Bruant vespéral de la sous-espèce affinis,,Pooecetes gramineus affinis,,BRE_OCC,,,,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,LA,No,No,,,,,,,,
1859,Yes,LASP,,,Lark Sparrow,Bruant à joues marron,Gorrión Arlequín,Chondestes grammacus,Yes,BRE,Nesting,,Secure,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,LA,No,No,LASP,,5520,05520,,,,
1860,Yes,FSSP,,,Five-striped Sparrow,Bruant pentaligne,Zacatonero Cinco Rayas,Amphispiza quinquestriata,No,DNO,,,,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,,No,No,FSSP,,5742,05742,,,,
1861,Yes,BTSP,,,Black-throated Sparrow,Bruant à gorge noire,Zacatonero Garganta Negra,Amphispiza bilineata,No,ACC,Accidental,,Accidental,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,LA,No,No,BTSP,,5730,05730,,,,
1862,Yes,SABS,,,Sagebrush Sparrow,Bruant des armoises,Chingolo de Nevada,Artemisiospiza nevadensis,No,ACC,Accidental,,,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,LA,No,No,,,,,,,,
1863,Yes,BESP,SAGS,,Bell's Sparrow,Bruant de Bell,Zacatonero de Artemisa,Artemisiospiza belli,No,UNK,,ACC_2015,Accidental,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,Amphispiza belli,Sage Sparrow,,LA,No,No,SAGS,,5740,05740,,,,
1864,Yes,LARB,,,Lark Bunting,Bruant noir et blanc,Gorrión Ala Blanca,Calamospiza melanocorys,Yes,BRE,Nesting,,Secure,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,LA,No,No,LARB,,6050,06050,,,,
1865,Yes,SAVS,,,Savannah Sparrow,Bruant des prés,Gorrión Sabanero,Passerculus sandwichensis,Yes,BRE,Nesting,,Secure,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,LA,No,No,SAVS,BRPR,5420,05420,,,,
1865.1,No,BSSP,SAVS_BEL,SAVS,Belding's Savannah Sparrow,Bruant des prés (Belding),,Passerculus sandwichensis beldingi,No,DNO,,,,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,,No,No,BSSP,,5430,,,,,
1865.2,No,SAVS_PRI,IPSP,SAVS,Savannah Sparrow princeps subspecies,Bruant des prés de la sous-espèce princeps,,Passerculus sandwichensis princeps,,BRE,,,,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,Ipswich Sparrow,,LA,No,No,IPSP,,5410,,,,,
1865.3,No,LBSP,SAVS_LBP,SAVS,Large-billed Sparrow,,,Passerculus sandwichensis rostratus,No,DNO,,,,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,,No,No,LBSP,,5440,,,,,
1866,Yes,GRSP,,,Grasshopper Sparrow,Bruant sauterelle,Gorrión Chapulín,Ammodramus savannarum,Yes,BRE,Nesting,,Secure,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,LA,No,No,GRSP,BRSA,5460,05460,,,,
1866.1,No,FGSP,GRSP_FLO,GRSP,Florida Grasshopper Sparrow,Bruant sauterelle forme de la Floride,,Ammodramus savannarum floridanus,No,DNO,,,,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,,No,No,FGSP,,5464,,,,,
1866.2,No,GRSP_PRA,,GRSP,Grasshopper Sparrow pratensis subspecies,,,,,BRE,,,,,,,,,,,,,,,No,No,,,,,,,,
1867,Yes,BAIS,,,Baird's Sparrow,Bruant de Baird,Gorrión de Baird,Ammodramus bairdii,Yes,BRE,Nesting,,Secure,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,LA,No,No,BAIS,,5450,05450,,,,
1868,Yes,HESP,,,Henslow's Sparrow,Bruant de Henslow,Sabanero de Henslow,Ammodramus henslowii,Yes,BRE,Nesting,,At Risk,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,LA,No,No,HESP,BRHE,5470,05470,,,,
1869,Yes,LCSP,,,Le Conte's Sparrow,Bruant de Le Conte,Gorrión de Le Conte,Ammodramus leconteii,Yes,BRE,Nesting,,Secure,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,LA,No,No,LCSP,BRLC,5480,05480,,,,
1870,Yes,NESP,NSTS,,Nelson's Sparrow,Bruant de Nelson,Sabanero de Nelson,Ammodramus nelsoni,Yes,BRE,Nesting,,Secure,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,Ammodramus caudacutus,Nelson'sSharp-tailed Sparrow,Bruant à queue aiguë,LA,No,No,NESP,BRNL,5491,05491,,,,
1871,Yes,SALS,SSTS,,Saltmarsh Sparrow,Bruant à queue aiguë,Sabanero de Cola Aguda,Ammodramus caudacutus,No,DNO,,UNK_2015,,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,Saltmarsh Sharp-tailed Sparrow,,LA,No,No,SALS,,5490,05490,,,,
1871.1,No,STSP_UNI,,,Unidentified Sharp-tailed Sparrow,Bruant à queue aiguë non-identifié,,Ammodramus sp.,No,,,,,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,,No,No,STSP,,5499,05492,,,,
1872,Yes,SESP,,,Seaside Sparrow,Bruant maritime,Gorrión Costero,Ammodramus maritimus,No,ACC,Accidental,,Accidental,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,LA,No,No,SESP,,5500,05500,,,,
1872.1,No,CSSS,SESP_CSA,SESP,Cape Sable Seaside-Sparrow,Bruant de Cape Sable,,Ammodramus maritimus mirabilis,No,DNO,,,,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,,No,No,CSSS,,5511,,,,,
1872.2,No,DUSS,SESP_DUS,SESP,Dusky Seaside-Sparrow,Bruant à dos noirâtre,,Ammodramus maritimus nigrescens,No,DNO,,,,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,,No,No,DSSP,,5510,,,,,
1873,Yes,SMSP,,,Sierra Madre Sparrow,Bruant des sierras,Gorrión Serrano,Xenospiza baileyi,No,DNO,,,,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,,No,No,,,,19110,,,,
1874,Yes,FOSP,,,Fox Sparrow,Bruant fauve,Gorrión Rascador,Passerella iliaca,Yes,BRE,Nesting,,Secure,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,LA,No,No,FOSP,BRFV,5850,05850,,,,
1875,Yes,SOSP,,,Song Sparrow,Bruant chanteur,Gorrión Cantor,Melospiza melodia,Yes,BRE,Nesting,,Secure,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,LA,No,No,SOSP,BRCH,5810,05810,,,,
1876,Yes,LISP,,,Lincoln's Sparrow,Bruant de Lincoln,Gorrión de Lincoln,Melospiza lincolnii,Yes,BRE,Nesting,,Secure,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,LA,No,No,LISP,BRLI,5830,05830,,,,
1877,Yes,SWSP,,,Swamp Sparrow,Bruant des marais,Gorrión Pantanero,Melospiza georgiana,Yes,BRE,Nesting,,Secure,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,LA,No,No,SWSP,BRMA,5840,05840,,,,
1878,Yes,RCOS,RUFS,,Rufous-collared Sparrow,Bruant chingolo,Gorrión Chingolo,Zonotrichia capensis,No,DNO,,,,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,,No,No,RUFS,,5581,19120,,,,
1879,Yes,WTSP,,,White-throated Sparrow,Bruant à gorge blanche,Gorrión Garganta Blanca,Zonotrichia albicollis,Yes,BRE,Nesting,,Secure,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,LA,No,No,WTSP,BRGB,5580,05580,,,,
1880,Yes,HASP,,,Harris's Sparrow,Bruant à face noire,Gorrión de Harris,Zonotrichia querula,Yes,BRE,Breeding endemic,,Sensitive,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,LA,No,No,HASP,,5530,05530,,,,
1881,Yes,WCSP,,,White-crowned Sparrow,Bruant à couronne blanche,Gorrión Corona Blanca,Zonotrichia leucophrys,Yes,BRE,Nesting,,Secure,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,LA,No,No,WCSP,BRCB,5540,05540,,,,
1881.1,No,EWCS,WCSP_EAS,WCSP,Eastern White-crowned Sparrow,Bruant à couronne blanche (race de l'est),,Zonotrichia leucophrys leucophrys,,BRE,,,,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,LA,No,No,EWCS,,5541,,,,,
1881.2,No,GWCS,WCSP_GAM,WCSP,Gambel's White-crowned Sparrow,Bruant à couronne blanche (race de Gambel),,Zonotrichia leucophrys gambelii,,BRE,,,,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,LA,No,No,GWCS,,5550,,,,,
1881.3,No,MWCS,WCSP_MOU,WCSP,Mountain White-crowned Sparrow,Bruant à couronne blanche (race de montagne),,Zonotrichia leucophrys oriantha,,BRE,,,,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,LA,No,No,MWCS,,5546,,,,,
1881.4,No,PSWS,WCSP_PUG,WCSP,Puget Sound White-crowned Sparrow,Bruant à couronne blanche (race de Puget Sound),,Zonotrichia leucophrys pugetensis,,BRE,,,,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,LA,No,No,PSWS,,5547,,,,,
1881.5,No,NWCS,WCSP_NUT,WCSP,Nuttall's White-crowned Sparrow,Bruant à couronne blanche (race de Nuttall),,Zonotrichia leucophrys nuttalli,No,DNO,,,,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,,No,No,NWCS,,5560,,,,,
1881.6,No,WGSH,,,White-crowned/Golden-crowned Sparrow hybrid,Hybride de Bruant à couronne blanche et de Bruant à couronne dorée,,Zonotrichia leucophrys x atricapilla,,BRE,,,,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,,No,No,,,,,,,,
1882,Yes,GCSP,,,Golden-crowned Sparrow,Bruant à couronne dorée,Gorrión Corona Dorada,Zonotrichia atricapilla,Yes,BRE,Nesting,,Secure,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,LA,No,No,GCSP,,5570,05570,,,,
1882.1,No,ZONO_HYB,,,Zonotrichia sparrow hybrid,Hybride de bruant zonotrichia,,Zonotrichia x,No,,,,,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,,No,No,ZSHY,,5586,,,,,
1883,Yes,VOJU,,,Volcano Junco,Junco des volcans,Junco del Volcán,Junco vulcani,No,DNO,,,,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,,No,No,,,,,,,,
1884,Yes,DEJU,,,Dark-eyed Junco,Junco ardoisé,Junco Ojo Oscuro,Junco hyemalis,Yes,BRE,Nesting,,Secure,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,LA,No,No,UDEJ,JUAR,5677,05677,,,,
1884.1,No,SCJU,DEJU_SLC,DEJU,Slate-colored Junco,Junco ardoisé,,Junco hyemalis hyemalis,,BRE,,,,,Emberizidae,Embérizidés,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,LA,No,No,SCJU,JUAR,5670,05670,,,,
